,Pearson's Correlation Coefficient
SNORD116-15,-0.141
ENSG00000234026,-0.141
ENSG00000235772,-0.141
TIAM2,-0.141
RNU6-100P,-0.141
ENSG00000251095,-0.141
RNA5SP496,-0.141
RNU6-194P,-0.141
MIR569,-0.141
TCAF2,-0.141
ARMCX6,-0.141
ENSG00000272542,-0.141
UBD,-0.141
SPINK9,-0.141
MIA2,-0.141
R3HDM2,-0.141
RNA5SP390,-0.141
SEL1L3,-0.141
ENSG00000258682,-0.141
TPPP2,-0.141
ELOCP19,-0.141
BEX1,-0.141
FRG1HP,-0.141
MIR4698,-0.141
ENSG00000224091,-0.141
ENSG00000262514,-0.141
ENSG00000253720,-0.141
GNMT,-0.141
APOC4,-0.141
OR3A3,-0.141
MIR3665,-0.141
PCF11,-0.141
TRAPPC2,-0.141
ENSG00000260362,-0.141
LINC00500,-0.141
PKIA,-0.141
ENSG00000276570,-0.141
PTPRVP,-0.141
ACTG1P22,-0.141
ENSG00000267628,-0.141
LINC01729,-0.141
ENSG00000267672,-0.141
NGLY1,-0.141
MRPL37P1,-0.141
SLC2A3P4,-0.141
CERNA2,-0.141
LTK,-0.141
ENSG00000266202,-0.141
SNORD13E,-0.141
ENSG00000284987,-0.141
KANSL1L,-0.141
RPL32P5,-0.141
ENSG00000261544,-0.141
CD177P1,-0.141
ENSG00000268209,-0.141
ENSG00000277684,-0.142
ENSG00000225726,-0.142
GOLGA8K,-0.142
FGD5,-0.142
ENSG00000259899,-0.142
H3P37,-0.142
C2CD4D-AS1,-0.142
CHRNA6,-0.142
EDAR,-0.142
RPL32P29,-0.142
ENSG00000267102,-0.142
RNA5SP354,-0.142
EHD3,-0.142
ENSG00000285269,-0.142
ENSG00000272742,-0.142
PDCD4,-0.142
TRAPPC10,-0.142
RN7SKP70,-0.142
P4HTM,-0.142
PLN,-0.142
KCTD12,-0.142
ENSG00000254092,-0.142
ENSG00000273628,-0.142
MIR8061,-0.142
ENSG00000265844,-0.142
SNAPC5P1,-0.142
ENSG00000255669,-0.142
ENSG00000269737,-0.142
OR6K3,-0.142
ENSG00000218565,-0.142
CAVIN2-AS1,-0.142
RAB24,-0.142
SOD1P3,-0.142
ZNF14,-0.142
ENSG00000265798,-0.142
DDX3P1,-0.142
ENPP6,-0.142
ENSG00000258728,-0.142
ENSG00000268575,-0.142
MSC,-0.142
CACNA2D2,-0.142
NAPA-AS1,-0.142
ENSG00000202517,-0.142
C20ORF202,-0.142
IGHVII-26-2,-0.142
TRIM52,-0.142
ENSG00000262810,-0.142
ENSG00000225314,-0.142
PSD,-0.142
ENSG00000201635,-0.143
LINC02536,-0.143
BIN1,-0.143
ENSG00000283155,-0.143
ENSG00000251409,-0.143
KRTAP29-1,-0.143
SLC17A6,-0.143
TRIM10,-0.143
ENSG00000278802,-0.143
ENSG00000249472,-0.143
ENSG00000227433,-0.143
ENSG00000272750,-0.143
FBXO39,-0.143
SNORD116-27,-0.143
GAL3ST4,-0.143
LITAF,-0.143
ENSG00000260349,-0.143
IGKV2-10,-0.143
MTND5P5,-0.143
UNC119,-0.143
ENSG00000275971,-0.143
LINC01331,-0.143
TESK2,-0.143
ENSG00000279621,-0.143
LINC02012,-0.143
ERVH48-1,-0.143
CXCL6,-0.143
LINC01283,-0.143
KCNK6,-0.143
ENSG00000234426,-0.143
PISD,-0.143
GPR162,-0.143
IFNL3P1,-0.143
ST8SIA6,-0.143
ENSG00000273576,-0.143
TCN1,-0.143
ENSG00000258705,-0.143
AATBC,-0.143
NRF1,-0.143
ENSG00000284824,-0.143
ENSG00000282142,-0.143
LGALS14,-0.143
CCL15-CCL14,-0.143
ENSG00000236213,-0.143
ENSG00000252969,-0.143
HORMAD2,-0.143
ITGA9,-0.143
SULT1C4,-0.143
ENSG00000284642,-0.143
C2CD5,-0.143
ENSG00000233755,-0.143
SF3B1,-0.143
ENSG00000248242,-0.143
ENSG00000273198,-0.143
ENSG00000234848,-0.143
ENSG00000253586,-0.143
YJU2B,-0.143
TAC3,-0.143
DHDDS-AS1,-0.143
ENSG00000230433,-0.143
ENSG00000223462,-0.143
DNTT,-0.143
ENSG00000236540,-0.143
GLIPR1,-0.143
ENSG00000270062,-0.144
LGALS8,-0.144
MIRLET7G,-0.144
ZNF853,-0.144
SLC25A28,-0.144
LDB2,-0.144
NME9,-0.144
ENSG00000250667,-0.144
FAM223B,-0.144
FAM193B,-0.144
TNFRSF9,-0.144
HMGB1P3,-0.144
MGAT1,-0.144
ENSG00000235196,-0.144
TANK-AS1,-0.144
ARID1B,-0.144
NEIL1,-0.144
RAB11FIP1,-0.144
ENSG00000269365,-0.144
ENSG00000285942,-0.144
ENSG00000260723,-0.144
CCL19,-0.144
CHP1P2,-0.144
ENSG00000279796,-0.144
ENSG00000260303,-0.144
MTCYBP11,-0.144
ENSG00000233029,-0.144
GPATCH2L,-0.144
RPL35AP26,-0.144
ENSG00000270403,-0.144
NDUFA6-DT,-0.144
CHMP7,-0.144
DNAJC15,-0.144
ANGPT2,-0.144
FFAR4,-0.144
TMED11P,-0.144
BNIP2,-0.144
SLC25A37,-0.144
SMIM6,-0.144
TDRG1,-0.144
NHLRC3,-0.144
KCNC3,-0.144
ENSG00000258695,-0.144
EXOC6,-0.144
GABRA4,-0.144
ENSG00000273348,-0.144
LFNG,-0.144
GAPDHP47,-0.144
ENSG00000259476,-0.144
ENSG00000267607,-0.144
EAPP,-0.144
ZNF512,-0.144
ENSG00000258885,-0.144
ENSG00000250075,-0.144
RPS12P27,-0.144
MYO7B,-0.144
NADK,-0.144
RIPK1,-0.144
ENSG00000259876,-0.145
ENSG00000276398,-0.145
CDY4P,-0.145
SLC27A3,-0.145
ENSG00000196826,-0.145
PARP9,-0.145
HIPK3,-0.145
OR13C1P,-0.145
ENSG00000223027,-0.145
CLCA4-AS1,-0.145
HOOK3,-0.145
LINC02139,-0.145
ATF2,-0.145
ENSG00000207368,-0.145
ENSG00000260669,-0.145
ENSG00000269107,-0.145
ENSG00000285647,-0.145
PPP1R12B,-0.145
ENSG00000268204,-0.145
RPS23P9,-0.145
ENSG00000245869,-0.145
ENSG00000230606,-0.145
GCNAP1,-0.145
ENSG00000252021,-0.145
AATK,-0.145
EPHX2,-0.145
SLC35E2B,-0.145
ENSG00000276704,-0.145
ENSG00000271141,-0.145
IGHV3OR16-10,-0.145
ENSG00000275898,-0.145
ENSG00000241981,-0.145
ZNF75A,-0.145
ENSG00000273570,-0.145
RN7SL145P,-0.145
GRM2,-0.145
KCNJ16,-0.145
MIR6069,-0.145
OR5AH1P,-0.145
ENSG00000260810,-0.145
PCSK7,-0.145
RNU7-63P,-0.145
TNFRSF10D,-0.145
TBCK,-0.145
RNU6-327P,-0.145
MIR4315-2,-0.145
PVALB,-0.145
ST6GALNAC6,-0.145
RPL11P1,-0.145
TAS2R41,-0.145
ENSG00000225689,-0.145
ENSG00000262516,-0.145
CATSPERG,-0.145
AGAP4,-0.145
MRPS17P5,-0.145
WBP1L,-0.145
MON1B,-0.145
ENSG00000285783,-0.145
ZNF652,-0.145
LTC4S,-0.145
ENSG00000252438,-0.145
ENSG00000225205,-0.145
ALDH1A2,-0.145
ZCWPW1,-0.145
EOMES,-0.146
KIR3DP1,-0.146
DNM1P46,-0.146
KIDINS220,-0.146
ANKRD6,-0.146
SYNJ1,-0.146
ENSG00000226143,-0.146
VWC2,-0.146
ENSG00000260918,-0.146
TRIM39,-0.146
ENSG00000272733,-0.146
ENSG00000273284,-0.146
ENSG00000267758,-0.146
ARHGEF7,-0.146
ENSG00000228650,-0.146
GSTA7P,-0.146
BNIP3P15,-0.146
CCDC12,-0.146
ENSG00000258632,-0.146
ENSG00000225544,-0.146
C17ORF49,-0.146
ENSG00000258914,-0.146
NIN,-0.146
SUMO4,-0.146
ITPR1,-0.146
ENSG00000207419,-0.146
LINC01531,-0.146
ENSG00000260660,-0.146
RPL26P9,-0.146
MIR4294,-0.146
ENSG00000275332,-0.146
MIR548O,-0.146
VPS36,-0.146
ENSG00000285731,-0.146
HCG4,-0.146
PIGB,-0.146
RUFY3,-0.146
ENSG00000238094,-0.146
ENSG00000224972,-0.146
MIR4257,-0.146
SULT1A3,-0.146
ENSG00000242861,-0.146
FGF9,-0.146
RNASEH2B,-0.146
TPTE2P5,-0.146
ZNF236-DT,-0.146
LINC02018,-0.146
RNF212,-0.146
ZNF417,-0.146
HHATL-AS1,-0.146
MIR4434,-0.146
OR2C1,-0.146
GPR160,-0.146
OTUD7A,-0.146
PRSS3P3,-0.146
RNU6-1280P,-0.146
ENSG00000279476,-0.146
ATP2B1-AS1,-0.146
ITPKB,-0.146
ENSG00000267360,-0.146
SEC24AP1,-0.146
SPIC,-0.146
ENSG00000269480,-0.146
ENSG00000279319,-0.146
ENSG00000277977,-0.146
OR52H1,-0.146
ENSG00000263574,-0.146
CNTN4,-0.146
ENSG00000274381,-0.146
ENSG00000253711,-0.147
ENSG00000260816,-0.147
ENSG00000260152,-0.147
CAMK1,-0.147
VWA5B1,-0.147
SLC25A34,-0.147
PRSS52P,-0.147
ENSG00000263982,-0.147
TMEM196,-0.147
LINC02526,-0.147
DNAAF9,-0.147
ENSG00000279631,-0.147
ENSG00000272502,-0.147
POU6F1,-0.147
NUDT7,-0.147
ALAD,-0.147
ENSG00000237705,-0.147
CHMP3-AS1,-0.147
ENSG00000265298,-0.147
ENSG00000279481,-0.147
ENSG00000258878,-0.147
FAM76A,-0.147
RNU4-51P,-0.147
ENSG00000233028,-0.147
RNPEPL1,-0.147
CRIP1,-0.147
PUS10,-0.147
ZBTB32,-0.147
ASTL,-0.147
CHRNB3,-0.147
ENSG00000269374,-0.147
MAN2B1,-0.147
TTBK2-AS1,-0.147
KMO,-0.147
ENSG00000230515,-0.147
ENSG00000273183,-0.147
SETP11,-0.147
ENSG00000264968,-0.147
ENSG00000277350,-0.147
CXORF38,-0.147
ORAI3,-0.147
LINC02453,-0.147
ENSG00000275557,-0.147
LTA4H,-0.147
MIR101-1,-0.147
SDCCAG8,-0.147
PPTC7,-0.147
RHOXF1P2,-0.147
EIF4EBP2,-0.147
NAP1L2,-0.147
H3P16,-0.147
POM121L6P,-0.147
ENSG00000268886,-0.147
CYBA,-0.147
TBC1D14,-0.147
ENSG00000241059,-0.147
ENSG00000273573,-0.148
RNU1-149P,-0.148
SNORD115-13,-0.148
ENSG00000279077,-0.148
ENSG00000268173,-0.148
ENSG00000279416,-0.148
LINC02019,-0.148
ENSG00000285675,-0.148
TCHP,-0.148
CTNNA2,-0.148
ENSG00000283438,-0.148
ALPL,-0.148
RNU6-112P,-0.148
ENSG00000273245,-0.148
BMP10,-0.148
GCH1,-0.148
CTDP1,-0.148
ENSG00000251093,-0.148
LINC02455,-0.148
ENSG00000236576,-0.148
GRK5,-0.148
ENSG00000237127,-0.148
MBNL3,-0.148
ENSG00000274383,-0.148
CYP4F25P,-0.148
PLEKHA2,-0.148
ZNF559-ZNF177,-0.148
CCDC152,-0.148
SECISBP2L,-0.148
ZNF702P,-0.148
LINC02751,-0.148
CNOT6LP1,-0.148
RABL2A,-0.148
SIGLECL1,-0.148
SSXP10,-0.148
ENSG00000276396,-0.148
ENSG00000260711,-0.148
IGLV3-30,-0.148
IGHD1-14,-0.148
ENSG00000271128,-0.148
MIR600HG,-0.148
CYP20A1,-0.148
ENSG00000216316,-0.148
LINC02073,-0.148
TMEM127,-0.148
ENSG00000280064,-0.148
CXCL13,-0.148
ENSG00000230107,-0.148
OR2L8,-0.148
LRRC3B,-0.148
MROH5,-0.148
ENSG00000279598,-0.148
MIR1260B,-0.148
SEPSECS-AS1,-0.148
WDR7-OT1,-0.148
CYP17A1,-0.148
ENSG00000259053,-0.148
TUBA4B,-0.148
ZNF157,-0.148
HAR1A,-0.148
LINC02513,-0.148
SIRPA,-0.148
CYCSP34,-0.149
ZNF319,-0.149
ENSG00000253939,-0.149
ENSG00000242198,-0.149
SCLT1,-0.149
CLDND1,-0.149
ENSG00000276128,-0.149
ENSG00000244436,-0.149
ENSG00000272181,-0.149
ETNK1,-0.149
MIR5685,-0.149
OR52I2,-0.149
ARMCX3,-0.149
ENSG00000237520,-0.149
FREM3,-0.149
RAB11FIP1P1,-0.149
VAMP8,-0.149
RNU6-1149P,-0.149
DKK4,-0.149
ABHD17B,-0.149
PHACTR2-AS1,-0.149
AVP,-0.149
ENSG00000199546,-0.149
ENSG00000218749,-0.149
ENSG00000259760,-0.149
NSG2,-0.149
LINC02770,-0.149
GFI1,-0.149
H2AC3P,-0.149
ENSG00000259143,-0.149
ZFAND5,-0.149
ENSG00000200883,-0.149
DOP1A,-0.149
TNIP1,-0.149
ZPBP,-0.149
ENSG00000270956,-0.149
TNNI2,-0.149
AEBP1,-0.149
HTR4,-0.149
MINDY1,-0.149
SYNDIG1L,-0.149
MYCBP2-AS1,-0.149
DNAH8,-0.149
DNAJC19P5,-0.149
TANGO2,-0.149
IGHV3-42,-0.149
CES1P2,-0.149
CBL,-0.149
NPLP1,-0.149
JADE1,-0.149
GRIFIN,-0.149
ENSG00000226664,-0.149
IFNAR1,-0.149
CLIC6,-0.149
TREX1,-0.149
WASH2P,-0.149
CD5L,-0.149
ENSG00000256029,-0.149
ENSG00000261172,-0.149
RNU6-355P,-0.149
MED6P1,-0.149
RASA3-IT1,-0.149
TTC14,-0.149
KLF17P1,-0.149
TBC1D22A-AS1,-0.149
AKT3,-0.149
PBDC1,-0.149
NUDT3,-0.149
OR2X1P,-0.149
APLF,-0.149
CLEC4M,-0.149
ENSG00000259652,-0.149
VPS4B,-0.149
NEUROG3,-0.149
ENSG00000261063,-0.149
CCDC186,-0.149
RNU6-729P,-0.149
ENSG00000275672,-0.149
ENSG00000225195,-0.149
ENSG00000277435,-0.149
SIGIRR,-0.149
NOTCH1,-0.149
B3GALNT1P1,-0.149
GGTLC2,-0.149
ENSG00000279641,-0.149
DAO,-0.149
ENSG00000254197,-0.15
CARNS1,-0.15
DTX2P1-UPK3BP1-PMS2P11,-0.15
CFC1,-0.15
ENSG00000257880,-0.15
FHIP2A,-0.15
ENSG00000260990,-0.15
ENSG00000253842,-0.15
LINC02675,-0.15
TTC7A,-0.15
HENMT1,-0.15
ENSG00000239775,-0.15
UTRN,-0.15
SLC9A7P1,-0.15
RASA3,-0.15
RPS12P3,-0.15
DUXAP1,-0.15
PRELID2P1,-0.15
MBD1,-0.15
ENSG00000251682,-0.15
SGTB,-0.15
ENSG00000224739,-0.15
TEC,-0.15
ENSG00000279315,-0.15
ENSG00000213318,-0.15
ASPRV1,-0.15
ENPP7P2,-0.15
DPPA2P1,-0.15
ENSG00000281772,-0.15
EIF2S2P6,-0.15
PRKN,-0.15
PRKCD,-0.15
RPS29P14,-0.15
NRBF2,-0.15
ODF3,-0.15
MPHOSPH6P1,-0.15
FOXN3P2,-0.15
ENSG00000240669,-0.15
ENSG00000224585,-0.15
ENSG00000235215,-0.15
ENSG00000260170,-0.15
SLC12A5-AS1,-0.15
ENSG00000278410,-0.15
RPL7P51,-0.15
AJAP1,-0.15
PPP2R5C,-0.15
RN7SL385P,-0.15
MITD1,-0.15
ENSG00000275012,-0.15
UBE2D1,-0.15
TCAF2P1,-0.15
ENSG00000255838,-0.15
ZNF75D,-0.15
ENSG00000277450,-0.15
TENT5C,-0.15
GDF7,-0.15
ENSG00000273179,-0.15
BEAN1-AS1,-0.15
CHL1-AS2,-0.15
SERPINB1,-0.15
ENSG00000249234,-0.15
C1QTNF7,-0.15
ENSG00000230063,-0.15
CWF19L2,-0.15
ARMCX1,-0.151
ENSG00000262700,-0.151
IGHV1OR16-4,-0.151
MTMR6,-0.151
ENSG00000261707,-0.151
OTOF,-0.151
ENSG00000279686,-0.151
ENSG00000260084,-0.151
ARSA,-0.151
GFOD1,-0.151
ENSG00000255595,-0.151
ENSG00000274617,-0.151
PPP2R2B,-0.151
ENSG00000278979,-0.151
TMEM175,-0.151
OR14L1P,-0.151
UTF1,-0.151
OR52N2,-0.151
CTXND1,-0.151
LYSMD4,-0.151
ATP1A4,-0.151
UBE2B,-0.151
OTC,-0.151
ENSG00000272449,-0.151
ENSG00000279750,-0.151
ENSG00000258604,-0.151
ENSG00000263571,-0.151
GYS2,-0.151
KLF7,-0.151
SRP14P4,-0.151
ENSG00000270207,-0.151
ENSG00000274501,-0.151
ENSG00000256314,-0.151
GSTK1,-0.151
ENSG00000269560,-0.151
SLITRK4,-0.151
ENSG00000279536,-0.151
MIR5047,-0.151
CYP7B1,-0.151
BOD1L1,-0.151
SEC11C,-0.151
BTN2A1,-0.151
MIR646,-0.151
IL9R,-0.151
AIRN,-0.151
GTF2B,-0.151
ENKUR,-0.151
SPDYE18,-0.151
PLA1A,-0.151
RTL4,-0.151
SLC17A1,-0.151
IL2,-0.151
ENSG00000248356,-0.151
ENSG00000269481,-0.151
PWRN3,-0.151
MIR4729,-0.151
ZNF766,-0.151
ENSG00000275286,-0.151
ELAVL4-AS1,-0.151
ZNF793,-0.152
VIPR1,-0.152
DENND4B,-0.152
GRAMD4,-0.152
ENSG00000252759,-0.152
LINC02696,-0.152
ENSG00000228156,-0.152
FOLR3,-0.152
ENSG00000279397,-0.152
GABRR2,-0.152
ENSG00000283633,-0.152
ENSG00000271392,-0.152
ENSG00000275676,-0.152
RNU6-890P,-0.152
MIR623,-0.152
LPA,-0.152
ENSG00000248564,-0.152
IGHV3OR16-16,-0.152
ENSG00000281571,-0.152
PPIAP45,-0.152
SFI1,-0.152
RBM38,-0.152
ENSG00000254317,-0.152
RNU6-1017P,-0.152
ENSG00000258493,-0.152
ENSG00000267638,-0.152
SERPIND1,-0.152
IGHV3-30-2,-0.152
FAM224A,-0.152
ENSG00000263924,-0.152
RNF213-AS1,-0.152
C11ORF65,-0.152
MIR4480,-0.152
NANOGP2,-0.152
USP51,-0.152
RNU6-1069P,-0.152
VCPKMT,-0.152
NXF1,-0.152
ENSG00000261512,-0.152
CACNB2,-0.152
ZNF85,-0.152
IGHV3-76,-0.152
LINC02153,-0.152
RPSAP75,-0.152
LY6G5C,-0.152
TRAV28,-0.152
RNA5SP201,-0.152
ENSG00000217576,-0.152
CYP4F60P,-0.152
IL23A,-0.152
MIR1537,-0.152
OR2A1,-0.152
ENSG00000251309,-0.152
ENSG00000285338,-0.152
LEF1,-0.152
MTMR7,-0.152
ENSG00000274471,-0.152
ENSG00000223642,-0.152
BCL2L11,-0.152
CCDC191,-0.152
ENSG00000227544,-0.152
ENSG00000280870,-0.152
ENSG00000266527,-0.152
TPSD1,-0.153
GOLGA7,-0.153
ABHD2,-0.153
SNORD116-20,-0.153
SLC1A7,-0.153
STAT1,-0.153
PIWIL4-AS1,-0.153
CYP21A1P,-0.153
GSTA6P,-0.153
ENSG00000253372,-0.153
RNU6-375P,-0.153
ENSG00000272558,-0.153
ENSG00000253809,-0.153
ENSG00000233875,-0.153
CRYGS,-0.153
GBA3,-0.153
FAM224B,-0.153
CCDC88A,-0.153
KMT2C,-0.153
MRPS31P5,-0.153
ENSG00000236550,-0.153
ENSG00000270574,-0.153
GP1BA,-0.153
NONOP2,-0.153
CFC1B,-0.153
IGLVI-20,-0.153
TENT2,-0.153
ENSG00000237971,-0.153
ABHD3,-0.153
VCAM1,-0.153
NPIPB2,-0.153
ENSG00000268713,-0.153
ENSG00000273419,-0.153
ENSG00000259203,-0.153
AP1G2,-0.153
THTPA,-0.153
DEFA8P,-0.153
TNFRSF18,-0.153
ENSG00000285639,-0.153
TCIRG1,-0.153
SCML2P2,-0.153
CDC42-IT1,-0.153
CHST7,-0.153
ENSG00000283221,-0.153
ENSG00000253891,-0.153
DUSP1,-0.153
ERAP2,-0.153
CPNE9,-0.153
LRRC8B,-0.153
NAT8,-0.153
FBXO48,-0.153
ICAM1,-0.153
PLEKHG7,-0.153
CCDC65,-0.153
RNF44,-0.153
ENSG00000233365,-0.153
HTRA4,-0.153
ENSG00000257870,-0.154
UVRAG,-0.154
ENSG00000285062,-0.154
BCL2L15,-0.154
C1QL3,-0.154
SNX11,-0.154
PSME1,-0.154
ANKRD49,-0.154
ENSG00000253882,-0.154
ENSG00000233494,-0.154
ZNF813,-0.154
ATAD2B,-0.154
TRIM51EP,-0.154
SMIM5,-0.154
SEC14L6,-0.154
LINC01138,-0.154
CASD1,-0.154
PLCXD2,-0.154
MT-TM,-0.154
ENSG00000226375,-0.154
MGMT,-0.154
RNU6-1176P,-0.154
SIAH1,-0.154
CHASERR,-0.154
MIER1,-0.154
MIR6813,-0.154
POLI,-0.154
ENSG00000267040,-0.154
ZNF573,-0.154
ENSG00000285585,-0.154
ENSG00000255825,-0.154
MIR568,-0.154
MIR124-1HG,-0.154
MIR9-3HG,-0.154
HLA-P,-0.154
ENSG00000229255,-0.154
RNA5SP260,-0.154
ENSG00000227413,-0.154
PDXP-DT,-0.154
CREBL2,-0.154
MIR6843,-0.154
ENSG00000228086,-0.154
EBI3,-0.154
ZNF490,-0.154
PCP2,-0.154
RNU6-466P,-0.154
ACAP2-IT1,-0.154
BFSP2,-0.154
ZNF471,-0.154
LRRC63,-0.154
SULT1A2,-0.154
BCO2,-0.154
ENSG00000253389,-0.154
ENSG00000282980,-0.154
HMGB1P51,-0.154
FKBP15,-0.154
HERC5,-0.154
CHMP1B,-0.154
CYTL1,-0.154
NFE4,-0.154
CASP12,-0.154
ENSG00000229677,-0.154
ENSG00000228541,-0.154
ZNF780B,-0.154
BPIFB9P,-0.154
TTC21A,-0.154
ENSG00000255557,-0.154
ENSG00000283752,-0.154
LINC00658,-0.154
SERINC1,-0.154
ENSG00000235329,-0.154
PRKX-AS1,-0.154
SLC6A4,-0.154
ENSG00000198580,-0.155
FKBP1B,-0.155
IGKV1D-32,-0.155
ENSG00000226394,-0.155
ENSG00000230718,-0.155
WHAMM,-0.155
LRRC28,-0.155
WBP2,-0.155
ENSG00000248969,-0.155
SLC14A2,-0.155
HPGD,-0.155
ENSG00000272076,-0.155
UGT2B17,-0.155
ZBTB20-AS2,-0.155
ENSG00000283208,-0.155
ENSG00000275426,-0.155
PGAM2,-0.155
SLC16A10,-0.155
ENSG00000277617,-0.155
ENSG00000272980,-0.155
ENSG00000267370,-0.155
NBEAL2,-0.155
MUC20-OT1,-0.155
ENSG00000206862,-0.155
ENSG00000267412,-0.155
MAML3,-0.155
MIR103B2,-0.155
ENSG00000259084,-0.155
LINC01513,-0.155
BFSP2-AS1,-0.155
NISCH,-0.155
ENSG00000271858,-0.155
MTND5P24,-0.155
ENSG00000234248,-0.155
C1ORF127,-0.155
ENSG00000265791,-0.155
MIR4422HG,-0.155
RAD51-AS1,-0.155
ENSG00000273160,-0.155
ENSG00000260398,-0.155
EID3,-0.155
CDK17,-0.155
ENSG00000249856,-0.155
SP100,-0.155
C5ORF64,-0.155
ENSG00000266385,-0.155
ENSG00000268970,-0.155
TGM3,-0.156
RICTOR,-0.156
RNU7-40P,-0.156
OCSTAMP,-0.156
LONRF1,-0.156
GNA13,-0.156
GOLGA8M,-0.156
PGLYRP2,-0.156
ENSG00000284715,-0.156
NADSYN1,-0.156
PYHIN5P,-0.156
NDUFB4P6,-0.156
ENSG00000283674,-0.156
TMEM260,-0.156
SH3BP1,-0.156
DNAJC27,-0.156
PLA2G6,-0.156
ENSG00000270091,-0.156
TSKS,-0.156
RERE,-0.156
MIR645,-0.156
RFPL1,-0.156
ENSG00000214301,-0.156
CLEC18B,-0.156
ENSG00000276030,-0.156
CHCHD7,-0.156
ENSG00000232032,-0.156
C4BPA,-0.156
ENSG00000258760,-0.156
ENSG00000242880,-0.156
SLC25A25-AS1,-0.156
WASHC2C,-0.156
SIRPAP1,-0.156
ENSG00000280224,-0.156
SELENOK,-0.156
AIFM3,-0.156
ENSG00000272754,-0.156
MTND4P22,-0.156
LINC02772,-0.156
MIR103A2,-0.156
RNU6-1100P,-0.156
C5AR2,-0.156
HPS1,-0.156
ENSG00000262052,-0.156
ENSG00000254054,-0.156
ELANE,-0.156
ENSG00000268292,-0.156
ENSG00000251379,-0.157
ENSG00000226454,-0.157
CROCCP3,-0.157
CLEC2D,-0.157
EPG5,-0.157
CNEP1R1,-0.157
LINC02415,-0.157
IGKV2OR22-3,-0.157
ZNF804A,-0.157
YIPF1,-0.157
ENSG00000238015,-0.157
MYCBP2,-0.157
ENSG00000256372,-0.157
ENSG00000261055,-0.157
RNU6ATAC9P,-0.157
IRGM,-0.157
ENSG00000233708,-0.157
ENSG00000279683,-0.157
CRYBA4,-0.157
ENSG00000279744,-0.157
ENSG00000237031,-0.157
RHOQ-AS1,-0.157
TRGVB,-0.157
ENSG00000285799,-0.157
CALCP,-0.157
NKD1,-0.157
CCNI,-0.157
OR2L2,-0.157
VPREB3,-0.157
AVIL,-0.157
ENSG00000276578,-0.157
ENSG00000258473,-0.157
LINC01402,-0.157
GRIK1-AS1,-0.157
LINC01814,-0.157
CYP2D7,-0.157
MAP3K5-AS1,-0.157
ENSG00000268458,-0.157
FAM193A,-0.157
RNU2-25P,-0.157
PSEN1,-0.157
FAM183BP,-0.157
ENSG00000260111,-0.157
ZNF672,-0.157
GRM7-AS1,-0.157
C1ORF56,-0.157
SPATA20P1,-0.157
RNF43,-0.157
ENSG00000279600,-0.158
RAB33B-AS1,-0.158
ACSL6-AS1,-0.158
ENSG00000260601,-0.158
SDCBPP1,-0.158
MIR6506,-0.158
OR2C3,-0.158
KDM4B,-0.158
ENSG00000197665,-0.158
MIR548Z,-0.158
FOXP3,-0.158
PAK1,-0.158
LINC02244,-0.158
TRIM51BP,-0.158
LINC01252,-0.158
OXNAD1,-0.158
ENSG00000285220,-0.158
CMTM7,-0.158
SSBP3,-0.158
TMEM119,-0.158
ENSG00000279469,-0.158
HLA-F-AS1,-0.158
JCHAINP1,-0.158
TFR2,-0.158
LGALS2,-0.158
MIR4462,-0.158
RLIMP1,-0.158
CHN2-AS1,-0.158
TMBIM4,-0.158
TRBV17,-0.158
VPS11,-0.158
SLA2,-0.158
IGHV3-33-2,-0.158
LINC02168,-0.158
ENSG00000237387,-0.158
IGHD5-24,-0.158
SNORD116-24,-0.158
IGHD1-7,-0.158
ZNF433,-0.158
ENSG00000202385,-0.158
GJB6,-0.158
ENSG00000264520,-0.158
ENSG00000254048,-0.158
DOC2B,-0.158
KNG1,-0.158
ENSG00000232557,-0.158
ENSG00000274797,-0.158
RNA5SP394,-0.158
GPR137B,-0.158
ENSG00000275383,-0.158
ENSG00000272002,-0.158
ZNF513,-0.158
ENSG00000260059,-0.158
LINC01772,-0.158
ENSG00000273975,-0.158
MIR548C,-0.158
DPYS,-0.158
RPS6KA5,-0.158
TRAPPC8,-0.158
ARNILA,-0.158
PI16,-0.158
RFPL1S,-0.159
ENSG00000255389,-0.159
IGHV3-32,-0.159
ENSG00000271375,-0.159
EP300,-0.159
KRT1,-0.159
OR2A42,-0.159
CORO7-PAM16,-0.159
ZPLD2P,-0.159
NPM2,-0.159
IGHVIII-22-2,-0.159
MANEA-DT,-0.159
KLF3,-0.159
ENSG00000243179,-0.159
NARF,-0.159
ENPP7P5,-0.159
ENSG00000225056,-0.159
ENSG00000236341,-0.159
RNU7-181P,-0.159
PDZD3,-0.159
ENSG00000273188,-0.159
PDK3,-0.159
CHL1-AS1,-0.159
BMT2,-0.159
PAXBP1-AS1,-0.159
IGKV2-14,-0.159
PPP1R3E,-0.159
ENSG00000236154,-0.159
A1BG,-0.159
OR6K4P,-0.159
KATNBL1,-0.159
ENSG00000236731,-0.159
LINC00342,-0.159
PIGR,-0.159
ENSG00000267694,-0.159
MGAT3-AS1,-0.159
ENSG00000253736,-0.159
SNORD115-45,-0.159
ENSG00000285721,-0.159
PPIAP41,-0.159
ENSG00000255680,-0.159
TMBIM1,-0.159
TSPAN18,-0.159
CCL1,-0.159
ENSG00000272832,-0.159
ENSG00000265987,-0.159
